Country,Region,Date,Month,Sex,Age,AgeInt,Cases,Deaths,,Keys
Germany,All,6/30/2020,6,b,91-100,10,5752.8,2016.1,,1
Germany,All,7/1/2020,7,b,0-10,10,4952.2,1,,0
Germany,All,7/1/2020,7,b,11-20,10,8049.5,1.3,,1
Germany,All,7/1/2020,7,b,21-30,10,24718.9,7.7,,0
Germany,All,7/1/2020,7,b,31-40,10,40920.8,25.9,,1
Germany,All,7/1/2020,7,b,41-50,10,31069.2,74.2,,0
Germany,All,7/1/2020,7,b,51-60,10,29447.1,331.9,,1
Germany,All,7/1/2020,7,b,61-70,10,20102.7,911.3,,0
Germany,All,7/1/2020,7,b,71-80,10,15083.1,2025.7,,1
Germany,All,7/1/2020,7,b,81-90,10,15347.7,3703,,0
Germany,All,7/1/2020,7,b,91-100,10,5759.8,2012.1,,1
Germany,All,7/2/2020,7,b,0-10,10,4985,1,,0
Germany,All,7/2/2020,7,b,11-20,10,8085.9,1.3,,1
Germany,All,7/2/2020,7,b,21-30,10,24812.2,7.7,,0
Germany,All,7/2/2020,7,b,31-40,10,41051.3,25.9,,1
Germany,All,7/2/2020,7,b,41-50,10,31145.4,74.2,,0
Germany,All,7/2/2020,7,b,51-60,10,29498.8,331.9,,1
Germany,All,7/2/2020,7,b,61-70,10,20127.2,911.5,,0
Germany,All,7/2/2020,7,b,71-80,10,15095.6,2026.5,,1
Germany,All,7/2/2020,7,b,81-90,10,15357.1,3704.8,,0
Germany,All,7/2/2020,7,b,91-100,10,5762.5,2013.2,,1
Germany,All,7/3/2020,7,b,0-10,10,5028,1,,0
Germany,All,7/3/2020,7,b,11-20,10,8126,1.3,,1
Germany,All,7/3/2020,7,b,21-30,10,24888.3,7.7,,0
Germany,All,7/3/2020,7,b,31-40,10,41149.8,25.9,,1
Germany,All,7/3/2020,7,b,41-50,10,31213.8,74.4,,0
Germany,All,7/3/2020,7,b,51-60,10,29551.8,332.7,,1
Germany,All,7/3/2020,7,b,61-70,10,20150.6,913.1,,0
Germany,All,7/3/2020,7,b,71-80,10,15106.1,2027.9,,1
Germany,All,7/3/2020,7,b,81-90,10,15366.3,3706.2,,0
Germany,All,7/3/2020,7,b,91-100,10,5766.1,2013.9,,1
Germany,All,7/4/2020,7,b,0-10,10,5061,1,,0
Germany,All,7/4/2020,7,b,11-20,10,8147.4,1.3,,1
Germany,All,7/4/2020,7,b,21-30,10,24939.3,7.7,,0
Germany,All,7/4/2020,7,b,31-40,10,41223.8,25.9,,1
Germany,All,7/4/2020,7,b,41-50,10,31251.3,74.4,,0
Germany,All,7/4/2020,7,b,51-60,10,29577.9,332.7,,1
Germany,All,7/4/2020,7,b,61-70,10,20169.8,913.3,,0
Germany,All,7/4/2020,7,b,71-80,10,15121,2028.7,,1
Germany,All,7/4/2020,7,b,81-90,10,15379,3706.7,,0
Germany,All,7/4/2020,7,b,91-100,10,5769.5,2013.4,,1
Germany,All,7/5/2020,7,b,0-10,10,5084.9,1,,0
Germany,All,7/5/2020,7,b,11-20,10,8163.7,1.3,,1
Germany,All,7/5/2020,7,b,21-30,10,24961.9,7.7,,0
Germany,All,7/5/2020,7,b,31-40,10,41251.4,25.9,,1
Germany,All,7/5/2020,7,b,41-50,10,31272.9,74.4,,0
Germany,All,7/5/2020,7,b,51-60,10,29595,332.7,,1
Germany,All,7/5/2020,7,b,61-70,10,20176.3,913.2,,0
Germany,All,7/5/2020,7,b,71-80,10,15123.5,2028.8,,1
Germany,All,7/5/2020,7,b,81-90,10,15382.2,3708.1,,0
Germany,All,7/5/2020,7,b,91-100,10,5771.3,2015,,1
Germany,All,7/6/2020,7,b,0-10,10,5127.6,1,,0
Germany,All,7/6/2020,7,b,11-20,10,8205.8,1.3,,1
Germany,All,7/6/2020,7,b,21-30,10,25018.1,7.7,,0
Germany,All,7/6/2020,7,b,31-40,10,41300.2,25.9,,1
Germany,All,7/6/2020,7,b,41-50,10,31317.1,74.5,,0
Germany,All,7/6/2020,7,b,51-60,10,29639.5,333.5,,1
Germany,All,7/6/2020,7,b,61-70,10,20196.7,914.5,,0
Germany,All,7/6/2020,7,b,71-80,10,15131.4,2029.5,,1
Germany,All,7/6/2020,7,b,81-90,10,15388.1,3708.5,,0
Germany,All,7/6/2020,7,b,91-100,10,5773.6,2015.5,,1
Germany,All,7/7/2020,7,b,0-10,10,5162.1,1,,0
Germany,All,7/7/2020,7,b,11-20,10,8252.4,1.3,,1
Germany,All,7/7/2020,7,b,21-30,10,25090.6,7.7,,0
Germany,All,7/7/2020,7,b,31-40,10,41366.6,25.9,,1
Germany,All,7/7/2020,7,b,41-50,10,31374.7,74.7,,0
Germany,All,7/7/2020,7,b,51-60,10,29697.8,334.4,,1
Germany,All,7/7/2020,7,b,61-70,10,20225.4,916.1,,0
Germany,All,7/7/2020,7,b,71-80,10,15143.7,2030.9,,1
Germany,All,7/7/2020,7,b,81-90,10,15397.1,3708.9,,0
Germany,All,7/7/2020,7,b,91-100,10,5776.6,2015.1,,1
Germany,All,7/8/2020,7,b,0-10,10,5207.8,1,,0
Germany,All,7/8/2020,7,b,11-20,10,8297.6,1.3,,1
Germany,All,7/8/2020,7,b,21-30,10,25168,7.7,,0
Germany,All,7/8/2020,7,b,31-40,10,41454.5,25.9,,1
Germany,All,7/8/2020,7,b,41-50,10,31439.8,74.7,,0
Germany,All,7/8/2020,7,b,51-60,10,29758.6,334.4,,1
Germany,All,7/8/2020,7,b,61-70,10,20259.4,916.2,,0
Germany,All,7/8/2020,7,b,71-80,10,15161.7,2031.8,,1
Germany,All,7/8/2020,7,b,81-90,10,15409.9,3711.7,,0
Germany,All,7/8/2020,7,b,91-100,10,5779.7,2017.3,,1
Germany,All,7/9/2020,7,b,0-10,10,5247.8,1,,0
Germany,All,7/9/2020,7,b,11-20,10,8326.6,1.3,,1
Germany,All,7/9/2020,7,b,21-30,10,25244.5,7.7,,0
Germany,All,7/9/2020,7,b,31-40,10,41569.9,25.9,,1
Germany,All,7/9/2020,7,b,41-50,10,31503,74.7,,0
Germany,All,7/9/2020,7,b,51-60,10,29803.5,334.4,,1
Germany,All,7/9/2020,7,b,61-70,10,20287.8,916.7,,0
Germany,All,7/9/2020,7,b,71-80,10,15179.3,2033.3,,1
Germany,All,7/9/2020,7,b,81-90,10,15420.3,3714.1,,0
Germany,All,7/9/2020,7,b,91-100,10,5780.4,2017.9,,1
Germany,All,7/10/2020,7,b,0-10,10,5294.2,1,,0
Germany,All,7/10/2020,7,b,11-20,10,8359.3,1.3,,1
Germany,All,7/10/2020,7,b,21-30,10,25330.5,7.7,,0
Germany,All,7/10/2020,7,b,31-40,10,41692.2,26,,1
Germany,All,7/10/2020,7,b,41-50,10,31558.8,74.9,,0
Germany,All,7/10/2020,7,b,51-60,10,29836,335.2,,1
Germany,All,7/10/2020,7,b,61-70,10,20310.1,917.4,,0
Germany,All,7/10/2020,7,b,71-80,10,15195.1,2032.6,,1
Germany,All,7/10/2020,7,b,81-90,10,15430.5,3714,,0
Germany,All,7/10/2020,7,b,91-100,10,5781.2,2019.9,,1
Germany,All,7/11/2020,7,b,0-10,10,5331.8,1,,0
Germany,All,7/11/2020,7,b,11-20,10,8376.6,1.3,,1
Germany,All,7/11/2020,7,b,21-30,10,25381.4,7.7,,0
Germany,All,7/11/2020,7,b,31-40,10,41772.8,26,,1
Germany,All,7/11/2020,7,b,41-50,10,31590.4,74.9,,0
Germany,All,7/11/2020,7,b,51-60,10,29854.1,335.2,,1
Germany,All,7/11/2020,7,b,61-70,10,20328.9,917.4,,0
Germany,All,7/11/2020,7,b,71-80,10,15210.3,2032.6,,1
Germany,All,7/11/2020,7,b,81-90,10,15438.4,3714,,0
Germany,All,7/11/2020,7,b,91-100,10,5780.3,2019.9,,1
Germany,All,7/12/2020,7,b,0-10,10,5341.3,1,,0
Germany,All,7/12/2020,7,b,11-20,10,8394.2,1.3,,1
Germany,All,7/12/2020,7,b,21-30,10,25409.3,7.7,,0
Germany,All,7/12/2020,7,b,31-40,10,41794.4,26,,1
Germany,All,7/12/2020,7,b,41-50,10,31608.1,74.9,,0
Germany,All,7/12/2020,7,b,51-60,10,29871.8,335.2,,1
Germany,All,7/12/2020,7,b,61-70,10,20337,917.4,,0
Germany,All,7/12/2020,7,b,71-80,10,15214.2,2032.6,,1
Germany,All,7/12/2020,7,b,81-90,10,15443.1,3714,,0
Germany,All,7/12/2020,7,b,91-100,10,5782.6,2019.9,,1
Germany,All,7/13/2020,7,b,0-10,10,5369.3,1,,0
Germany,All,7/13/2020,7,b,11-20,10,8419.4,1.3,,1
Germany,All,7/13/2020,7,b,21-30,10,25467.8,7.7,,0
Germany,All,7/13/2020,7,b,31-40,10,41878.2,26,,1
Germany,All,7/13/2020,7,b,41-50,10,31661.1,74.8,,0
Germany,All,7/13/2020,7,b,51-60,10,29911.9,335.2,,1
Germany,All,7/13/2020,7,b,61-70,10,20357.8,917.9,,0
Germany,All,7/13/2020,7,b,71-80,10,15224.6,2034.1,,1
Germany,All,7/13/2020,7,b,81-90,10,15449.3,3716.4,,0
Germany,All,7/13/2020,7,b,91-100,10,5783.6,2020.6,,1
Germany,All,7/14/2020,7,b,0-10,10,5407.1,1,,0
Germany,All,7/14/2020,7,b,11-20,10,8492.2,1.3,,1
Germany,All,7/14/2020,7,b,21-30,10,25565.3,7.7,,0
Germany,All,7/14/2020,7,b,31-40,10,41936.1,26,,1
Germany,All,7/14/2020,7,b,41-50,10,31727.1,75,,0
Germany,All,7/14/2020,7,b,51-60,10,29986.7,336,,1
Germany,All,7/14/2020,7,b,61-70,10,20388.6,918.6,,0
Germany,All,7/14/2020,7,b,71-80,10,15233,2033.4,,1
Germany,All,7/14/2020,7,b,81-90,10,15456.3,3715.9,,0
Germany,All,7/14/2020,7,b,91-100,10,5787.6,2022.1,,1
Germany,All,7/15/2020,7,b,0-10,10,5457.8,1,,0
Germany,All,7/15/2020,7,b,11-20,10,8554.8,1.3,,1
Germany,All,7/15/2020,7,b,21-30,10,25672.2,7.7,,0
Germany,All,7/15/2020,7,b,31-40,10,42039,26,,1
Germany,All,7/15/2020,7,b,41-50,10,31798.5,75.2,,0
Germany,All,7/15/2020,7,b,51-60,10,30055.2,336.8,,1
Germany,All,7/15/2020,7,b,61-70,10,20426.9,920.1,,0
Germany,All,7/15/2020,7,b,71-80,10,15252.6,2034.9,,1
Germany,All,7/15/2020,7,b,81-90,10,15469.4,3717.2,,0
Germany,All,7/15/2020,7,b,91-100,10,5790.5,2022.7,,1
Germany,All,7/16/2020,7,b,0-10,10,5515.1,1,,0
Germany,All,7/16/2020,7,b,11-20,10,8603,1.3,,1
Germany,All,7/16/2020,7,b,21-30,10,25772.5,7.7,,0
Germany,All,7/16/2020,7,b,31-40,10,42170.8,26,,1
Germany,All,7/16/2020,7,b,41-50,10,31878.5,75.2,,0
Germany,All,7/16/2020,7,b,51-60,10,30117.6,336.8,,1
Germany,All,7/16/2020,7,b,61-70,10,20462.8,920.6,,0
Germany,All,7/16/2020,7,b,71-80,10,15273.7,2036.4,,1
Germany,All,7/16/2020,7,b,81-90,10,15484.8,3719.6,,0
Germany,All,7/16/2020,7,b,91-100,10,5794.1,2023.3,,1
Germany,All,7/17/2020,7,b,0-10,10,5558.1,1,,0
Germany,All,7/17/2020,7,b,11-20,10,8663.9,1.3,,1
Germany,All,7/17/2020,7,b,21-30,10,25881.1,7.7,,0
Germany,All,7/17/2020,7,b,31-40,10,42281,26,,1
Germany,All,7/17/2020,7,b,41-50,10,31956.2,75.2,,0
Germany,All,7/17/2020,7,b,51-60,10,30184,336.8,,1
Germany,All,7/17/2020,7,b,61-70,10,20492.5,921,,0
Germany,All,7/17/2020,7,b,71-80,10,15286.2,2038,,1
Germany,All,7/17/2020,7,b,81-90,10,15495.5,3722.4,,0
Germany,All,7/17/2020,7,b,91-100,10,5798.5,2024.5,,1
Germany,All,7/18/2020,7,b,0-10,10,5595.2,1,,0
Germany,All,7/18/2020,7,b,11-20,10,8709.3,1.3,,1
Germany,All,7/18/2020,7,b,21-30,10,25958.5,7.7,,0
Germany,All,7/18/2020,7,b,31-40,10,42365.3,26,,1
Germany,All,7/18/2020,7,b,41-50,10,32023.2,75.2,,0
Germany,All,7/18/2020,7,b,51-60,10,30245.5,336.8,,1
Germany,All,7/18/2020,7,b,61-70,10,20521.9,921,,0
Germany,All,7/18/2020,7,b,71-80,10,15298.9,2038,,1
Germany,All,7/18/2020,7,b,81-90,10,15504.7,3722.4,,0
Germany,All,7/18/2020,7,b,91-100,10,5801.5,2024.5,,1
Germany,All,7/19/2020,7,b,0-10,10,5617,1,,0
Germany,All,7/19/2020,7,b,11-20,10,8740.9,1.3,,1
Germany,All,7/19/2020,7,b,21-30,10,25992.3,7.7,,0
Germany,All,7/19/2020,7,b,31-40,10,42381.5,26,,1
Germany,All,7/19/2020,7,b,41-50,10,32050.5,75.2,,0
Germany,All,7/19/2020,7,b,51-60,10,30275.8,336.8,,1
Germany,All,7/19/2020,7,b,61-70,10,20531.6,921.2,,0
Germany,All,7/19/2020,7,b,71-80,10,15301.3,2038.8,,1
Germany,All,7/19/2020,7,b,81-90,10,15511.3,3724.2,,0
Germany,All,7/19/2020,7,b,91-100,10,5806.7,2025.7,,1
Germany,All,7/20/2020,7,b,0-10,10,5655.3,1,,0
Germany,All,7/20/2020,7,b,11-20,10,8782.7,1.3,,1
Germany,All,7/20/2020,7,b,21-30,10,26088.8,7.7,,0
Germany,All,7/20/2020,7,b,31-40,10,42499.5,26,,1
Germany,All,7/20/2020,7,b,41-50,10,32112.5,75.3,,0
Germany,All,7/20/2020,7,b,51-60,10,30320,337.6,,1
Germany,All,7/20/2020,7,b,61-70,10,20557.5,922.2,,0
Germany,All,7/20/2020,7,b,71-80,10,15316.6,2038.8,,1
Germany,All,7/20/2020,7,b,81-90,10,15521.1,3724.7,,0
Germany,All,7/20/2020,7,b,91-100,10,5808.1,2027.2,,1
Germany,All,7/21/2020,7,b,0-10,10,5687.8,1,,0
Germany,All,7/21/2020,7,b,11-20,10,8829.3,1.3,,1
Germany,All,7/21/2020,7,b,21-30,10,26184.2,7.7,,0
Germany,All,7/21/2020,7,b,31-40,10,42612.7,26,,1
Germany,All,7/21/2020,7,b,41-50,10,32193.5,75.3,,0
Germany,All,7/21/2020,7,b,51-60,10,30395.4,337.6,,1
Germany,All,7/21/2020,7,b,61-70,10,20600.4,922.7,,0
Germany,All,7/21/2020,7,b,71-80,10,15337.6,2040.3,,1
Germany,All,7/21/2020,7,b,81-90,10,15531.2,3726.5,,0
Germany,All,7/21/2020,7,b,91-100,10,5808.1,2027.3,,1
Germany,All,7/22/2020,7,b,0-10,10,5741.2,1,,0
Germany,All,7/22/2020,7,b,11-20,10,8909.2,1.3,,1
Germany,All,7/22/2020,7,b,21-30,10,26312,7.7,,0
Germany,All,7/22/2020,7,b,31-40,10,42743.2,26,,1
Germany,All,7/22/2020,7,b,41-50,10,32310.2,75.3,,0
Germany,All,7/22/2020,7,b,51-60,10,30502.7,337.7,,1
Germany,All,7/22/2020,7,b,61-70,10,20643.9,923.3,,0
Germany,All,7/22/2020,7,b,71-80,10,15352.3,2042.7,,1
Germany,All,7/22/2020,7,b,81-90,10,15545.1,3730.7,,0
Germany,All,7/22/2020,7,b,91-100,10,5815.2,2029.1,,1
Germany,All,7/23/2020,7,b,0-10,10,5812.5,1,,0
Germany,All,7/23/2020,7,b,11-20,10,9003,1.3,,1
Germany,All,7/23/2020,7,b,21-30,10,26444.1,7.7,,0
Germany,All,7/23/2020,7,b,31-40,10,42852.1,26,,1
Germany,All,7/23/2020,7,b,41-50,10,32410.6,75.3,,0
Germany,All,7/23/2020,7,b,51-60,10,30605.3,337.7,,1
Germany,All,7/23/2020,7,b,61-70,10,20690.7,923.9,,0
Germany,All,7/23/2020,7,b,71-80,10,15370.5,2044.1,,1
Germany,All,7/23/2020,7,b,81-90,10,15559.8,3731.7,,0
Germany,All,7/23/2020,7,b,91-100,10,5821.5,2028.2,,1
Germany,All,7/24/2020,7,b,0-10,10,5886.5,1,,0
Germany,All,7/24/2020,7,b,11-20,10,9099.1,1.3,,1
Germany,All,7/24/2020,7,b,21-30,10,26603.1,7.7,,0
Germany,All,7/24/2020,7,b,31-40,10,43012.7,26,,1
Germany,All,7/24/2020,7,b,41-50,10,32533.4,75.3,,0
Germany,All,7/24/2020,7,b,51-60,10,30713.9,337.7,,1
Germany,All,7/24/2020,7,b,61-70,10,20738,924.8,,0
Germany,All,7/24/2020,7,b,71-80,10,15388.1,2047.2,,1
Germany,All,7/24/2020,7,b,81-90,10,15572.8,3735.4,,0
Germany,All,7/24/2020,7,b,91-100,10,5826.4,2028.5,,1
Germany,All,7/25/2020,7,b,0-10,10,5925.6,1,,0
Germany,All,7/25/2020,7,b,11-20,10,9146.6,1.3,,1
Germany,All,7/25/2020,7,b,21-30,10,26695,7.7,,0
Germany,All,7/25/2020,7,b,31-40,10,43134,26,,1
Germany,All,7/25/2020,7,b,41-50,10,32629.1,75.3,,0
Germany,All,7/25/2020,7,b,51-60,10,30794.2,337.7,,1
Germany,All,7/25/2020,7,b,61-70,10,20773.4,925.1,,0
Germany,All,7/25/2020,7,b,71-80,10,15403.3,2047.9,,1
Germany,All,7/25/2020,7,b,81-90,10,15586,3736.3,,0
Germany,All,7/25/2020,7,b,91-100,10,5831.8,2028.6,,1
Germany,All,7/26/2020,7,b,0-10,10,5937.2,1,,0
Germany,All,7/26/2020,7,b,11-20,10,9161.8,1.3,,1
Germany,All,7/26/2020,7,b,21-30,10,26731.1,7.7,,0
Germany,All,7/26/2020,7,b,31-40,10,43189,26,,1
Germany,All,7/26/2020,7,b,41-50,10,32670.3,75.3,,0
Germany,All,7/26/2020,7,b,51-60,10,30825.1,337.7,,1
Germany,All,7/26/2020,7,b,61-70,10,20785.3,925.1,,0
Germany,All,7/26/2020,7,b,71-80,10,15407.4,2047.9,,1
Germany,All,7/26/2020,7,b,81-90,10,15589.4,3736.3,,0
Germany,All,7/26/2020,7,b,91-100,10,5833.5,2028.6,,1
Germany,All,7/27/2020,7,b,0-10,10,5977.6,1,,0
Germany,All,7/27/2020,7,b,11-20,10,9228.4,1.3,,1
Germany,All,7/27/2020,7,b,21-30,10,26836,7.7,,0
Germany,All,7/27/2020,7,b,31-40,10,43282.3,26,,1
Germany,All,7/27/2020,7,b,41-50,10,32747.1,75.4,,0
Germany,All,7/27/2020,7,b,51-60,10,30896,338.5,,1
Germany,All,7/27/2020,7,b,61-70,10,20815.2,926.3,,0
Germany,All,7/27/2020,7,b,71-80,10,15420.6,2048.7,,1
Germany,All,7/27/2020,7,b,81-90,10,15605.6,3738.2,,0
Germany,All,7/27/2020,7,b,91-100,10,5842.2,2030.7,,1
Germany,All,7/28/2020,7,b,0-10,10,6039.1,1,,0
Germany,All,7/28/2020,7,b,11-20,10,9328.4,1.3,,1
Germany,All,7/28/2020,7,b,21-30,10,26974.6,7.7,,0
Germany,All,7/28/2020,7,b,31-40,10,43396.7,26,,1
Germany,All,7/28/2020,7,b,41-50,10,32866,75.4,,0
Germany,All,7/28/2020,7,b,51-60,10,31017.3,338.5,,1
Germany,All,7/28/2020,7,b,61-70,10,20865.5,926.5,,0
Germany,All,7/28/2020,7,b,71-80,10,15437.6,2049.5,,1
Germany,All,7/28/2020,7,b,81-90,10,15622,3739.6,,0
Germany,All,7/28/2020,7,b,91-100,10,5851,2031.3,,1
Germany,All,7/29/2020,7,b,0-10,10,6095,1,,0
Germany,All,7/29/2020,7,b,11-20,10,9424.9,1.3,,1
Germany,All,7/29/2020,7,b,21-30,10,27161,7.7,,0
Germany,All,7/29/2020,7,b,31-40,10,43599.9,26,,1
Germany,All,7/29/2020,7,b,41-50,10,33008.4,75.4,,0
Germany,All,7/29/2020,7,b,51-60,10,31136.7,338.6,,1
Germany,All,7/29/2020,7,b,61-70,10,20920,926.7,,0
Germany,All,7/29/2020,7,b,71-80,10,15461.2,2050.3,,1
Germany,All,7/29/2020,7,b,81-90,10,15640.5,3740.5,,0
Germany,All,7/29/2020,7,b,91-100,10,5857.6,2031.4,,1
Germany,All,7/30/2020,7,b,0-10,10,6162.2,1,,0
Germany,All,7/30/2020,7,b,11-20,10,9541.1,1.3,,1
Germany,All,7/30/2020,7,b,21-30,10,27339.4,7.7,,0
Germany,All,7/30/2020,7,b,31-40,10,43750.3,26,,1
Germany,All,7/30/2020,7,b,41-50,10,33134.1,75.4,,0
Germany,All,7/30/2020,7,b,51-60,10,31256.9,338.6,,1
Germany,All,7/30/2020,7,b,61-70,10,20971.2,926.9,,0
Germany,All,7/30/2020,7,b,71-80,10,15480,2051.1,,1
Germany,All,7/30/2020,7,b,81-90,10,15657.3,3741.9,,0
Germany,All,7/30/2020,7,b,91-100,10,5865.7,2031.9,,1
Germany,All,7/31/2020,7,b,0-10,10,6219.6,1,,0
Germany,All,7/31/2020,7,b,11-20,10,9654.7,1.3,,1
Germany,All,7/31/2020,7,b,21-30,10,27531.5,7.7,,0
Germany,All,7/31/2020,7,b,31-40,10,43930.9,26,,1
Germany,All,7/31/2020,7,b,41-50,10,33274.4,75.4,,0
Germany,All,7/31/2020,7,b,51-60,10,31380.6,338.6,,1
Germany,All,7/31/2020,7,b,61-70,10,21022.1,927.6,,0
Germany,All,7/31/2020,7,b,71-80,10,15501.2,2053.4,,1
Germany,All,7/31/2020,7,b,81-90,10,15682.2,3745.2,,0
Germany,All,7/31/2020,7,b,91-100,10,5878.9,2032.7,,1
Germany,All,8/1/2020,8,b,0-10,10,6262.5,1,,0
Germany,All,8/1/2020,8,b,11-20,10,9732.1,1.3,,1
Germany,All,8/1/2020,8,b,21-30,10,27650.2,7.7,,0
Germany,All,8/1/2020,8,b,31-40,10,44034.1,26,,1
Germany,All,8/1/2020,8,b,41-50,10,33362.2,75.4,,0
Germany,All,8/1/2020,8,b,51-60,10,31460.6,338.6,,1
Germany,All,8/1/2020,8,b,61-70,10,21051.8,927.9,,0
Germany,All,8/1/2020,8,b,71-80,10,15509.4,2054.1,,1
Germany,All,8/1/2020,8,b,81-90,10,15690.7,3745.6,,0
Germany,All,8/1/2020,8,b,91-100,10,5884.4,2032.2,,1
Germany,All,8/2/2020,8,b,0-10,10,6284.8,1,,0
Germany,All,8/2/2020,8,b,11-20,10,9757.2,1.3,,1
Germany,All,8/2/2020,8,b,21-30,10,27705.9,7.7,,0
Germany,All,8/2/2020,8,b,31-40,10,44106.9,26,,1
Germany,All,8/2/2020,8,b,41-50,10,33407.3,75.4,,0
Germany,All,8/2/2020,8,b,51-60,10,31494.3,338.6,,1
Germany,All,8/2/2020,8,b,61-70,10,21069.5,927.9,,0
Germany,All,8/2/2020,8,b,71-80,10,15520.9,2054.1,,1
Germany,All,8/2/2020,8,b,81-90,10,15702.9,3746.1,,0
Germany,All,8/2/2020,8,b,91-100,10,5889.4,2032.8,,1
Germany,All,8/3/2020,8,b,0-10,10,6346.3,1,,0
Germany,All,8/3/2020,8,b,11-20,10,9843.3,1.3,,1
Germany,All,8/3/2020,8,b,21-30,10,27864.5,7.7,,0
Germany,All,8/3/2020,8,b,31-40,10,44283.6,26,,1
Germany,All,8/3/2020,8,b,41-50,10,33531.3,75.4,,0
Germany,All,8/3/2020,8,b,51-60,10,31594,338.6,,1
Germany,All,8/3/2020,8,b,61-70,10,21112.3,927.7,,0
Germany,All,8/3/2020,8,b,71-80,10,15539.7,2054.3,,1
Germany,All,8/3/2020,8,b,81-90,10,15720.8,3748.4,,0
Germany,All,8/3/2020,8,b,91-100,10,5897.2,2035.4,,1
Germany,All,8/4/2020,8,b,0-10,10,6401.2,1,,0
Germany,All,8/4/2020,8,b,11-20,10,9958.8,1.3,,1
Germany,All,8/4/2020,8,b,21-30,10,28059.2,7.7,,0
Germany,All,8/4/2020,8,b,31-40,10,44461.3,26,,1
Germany,All,8/4/2020,8,b,41-50,10,33671.1,75.4,,0
Germany,All,8/4/2020,8,b,51-60,10,31730.2,338.6,,1
Germany,All,8/4/2020,8,b,61-70,10,21179.8,927.7,,0
Germany,All,8/4/2020,8,b,71-80,10,15569.3,2054.3,,1
Germany,All,8/4/2020,8,b,81-90,10,15741.1,3749.8,,0
Germany,All,8/4/2020,8,b,91-100,10,5903.1,2036.9,,1
Germany,All,8/5/2020,8,b,0-10,10,6477,1,,0
Germany,All,8/5/2020,8,b,11-20,10,10133.8,1.3,,1
Germany,All,8/5/2020,8,b,21-30,10,28320.7,7.7,,0
Germany,All,8/5/2020,8,b,31-40,10,44646.3,26,,1
Germany,All,8/5/2020,8,b,41-50,10,33823.4,75.4,,0
Germany,All,8/5/2020,8,b,51-60,10,31885.1,338.6,,1
Germany,All,8/5/2020,8,b,61-70,10,21246.6,927.6,,0
Germany,All,8/5/2020,8,b,71-80,10,15590.5,2054.4,,1
Germany,All,8/5/2020,8,b,81-90,10,15754.4,3750.3,,0
Germany,All,8/5/2020,8,b,91-100,10,5908.3,2037.5,,1
Germany,All,8/6/2020,8,b,0-10,10,6571.9,1,,0
Germany,All,8/6/2020,8,b,11-20,10,10296.5,1.3,,1
Germany,All,8/6/2020,8,b,21-30,10,28565.2,7.7,,0
Germany,All,8/6/2020,8,b,31-40,10,44850.1,26,,1
Germany,All,8/6/2020,8,b,41-50,10,33991.2,75.4,,0
Germany,All,8/6/2020,8,b,51-60,10,32047.9,338.6,,1
Germany,All,8/6/2020,8,b,61-70,10,21319.2,927.8,,0
Germany,All,8/6/2020,8,b,71-80,10,15618.2,2055.2,,1
Germany,All,8/6/2020,8,b,81-90,10,15776,3752.6,,0
Germany,All,8/6/2020,8,b,91-100,10,5917,2039.1,,1
Germany,All,8/7/2020,8,b,0-10,10,6663,1,,0
Germany,All,8/7/2020,8,b,11-20,10,10457.3,1.3,,1
Germany,All,8/7/2020,8,b,21-30,10,28782.5,7.7,,0
Germany,All,8/7/2020,8,b,31-40,10,45008.9,26.1,,1
Germany,All,8/7/2020,8,b,41-50,10,34140.4,75.6,,0
Germany,All,8/7/2020,8,b,51-60,10,32193.7,339.4,,1
Germany,All,8/7/2020,8,b,61-70,10,21371.5,928.5,,0
Germany,All,8/7/2020,8,b,71-80,10,15628.5,2054.5,,1
Germany,All,8/7/2020,8,b,81-90,10,15784.7,3752.1,,0
Germany,All,8/7/2020,8,b,91-100,10,5923.6,2040.6,,1
Germany,All,8/8/2020,8,b,0-10,10,6715.9,1,,0
Germany,All,8/8/2020,8,b,11-20,10,10584.7,1.3,,1
Germany,All,8/8/2020,8,b,21-30,10,28953.1,7.7,,0
Germany,All,8/8/2020,8,b,31-40,10,45106.4,26.1,,1
Germany,All,8/8/2020,8,b,41-50,10,34230.9,75.6,,0
Germany,All,8/8/2020,8,b,51-60,10,32291.6,339.4,,1
Germany,All,8/8/2020,8,b,61-70,10,21410.4,928.5,,0
Germany,All,8/8/2020,8,b,71-80,10,15639.7,2054.5,,1
Germany,All,8/8/2020,8,b,81-90,10,15795.9,3753,,0
Germany,All,8/8/2020,8,b,91-100,10,5930.3,2041.6,,1
Germany,All,8/9/2020,8,b,0-10,10,6748.1,1,,0
Germany,All,8/9/2020,8,b,11-20,10,10632.6,1.3,,1
Germany,All,8/9/2020,8,b,21-30,10,29027.1,7.7,,0
Germany,All,8/9/2020,8,b,31-40,10,45169.9,26.1,,1
Germany,All,8/9/2020,8,b,41-50,10,34273.9,75.6,,0
Germany,All,8/9/2020,8,b,51-60,10,32325.8,339.4,,1
Germany,All,8/9/2020,8,b,61-70,10,21422.1,928.4,,0
Germany,All,8/9/2020,8,b,71-80,10,15643.2,2054.6,,1
Germany,All,8/9/2020,8,b,81-90,10,15800.8,3754,,0
Germany,All,8/9/2020,8,b,91-100,10,5933.7,2042.7,,1
Germany,All,8/10/2020,8,b,0-10,10,6838.6,1,,0
